204, 174, 146, 32, 2, 0, 0.26105, 0.206587, -0.622616, 0.232797, 0.0229017, 0.206587, -0.144014, 0.232797, 0.0156028, 0.206716, -0.125668, 0.233519, 17.454, 1.80159, DIS
40, 34, 15, 5, 1, 0, 3.18591, 0.241389, 1.46058, 0.256404, -0.0142591, 0.241389, 0.000437881, 0.256404, -0.00468458, 0.241579, 0.00611951, 0.256467, 3.8525, 0.0633788, DIS
274, 260, 210, 60, 10, 0, -0.255592, 0.180979, -1.04454, 0.210914, -0.0264284, 0.180979, -0.0137051, 0.210914, -0.016717, 0.181239, 0.0469639, 0.219467, 38.3058, 3.81213, DIS
108, 98, 74, 16, 0, 0, -0.876699, 0.158755, -0.0131809, 0.24353, 0.0957922, 0.158755, -0.123627, 0.24353, 0.0174119, 0.17705, -0.0289724, 0.261279, 9.72416, 0.648233, DIS
284, 272, 222, 70, 4, 0, 0.535597, 0.202432, 1.54556, 0.186093, 0.0820261, 0.202432, -0.0129632, 0.186093, 0.0856088, 0.202464, -0.0119234, 0.186096, 32.9681, 3.01783, DIS
210, 202, 184, 62, 10, 0, -0.655127, 0.187711, 2.35795, 0.154212, 0.12256, 0.187711, 0.0385688, 0.154212, 0.0663286, 0.195953, 0.0211773, 0.15519, 48.1245, 3.34041, DIS
180, 164, 142, 26, 0, 0, -0.846902, 0.178896, -1.05961, 0.222276, 0.207275, 0.178896, -0.22512, 0.222276, 0.179617, 0.181022, -0.217564, 0.222405, 14.7533, 1.27306, DIS
278, 250, 218, 84, 8, 0, 0.012468, 0.197386, -0.48593, 0.210607, 0.183327, 0.197386, -0.00732781, 0.210607, 0.133424, 0.203596, 0.0082879, 0.211185, 40.0391, 4.72624, DIS
262, 240, 174, 58, 12, 0, 0.0781563, 0.205375, 0.233915, 0.196658, 0.0896007, 0.205375, -0.0974253, 0.196658, 0.088159, 0.20538, -0.0687798, 0.198734, 39.5651, 3.11367, DIS
310, 292, 228, 76, 12, 0, 0.164704, 0.205551, 0.982064, 0.199627, 0.0164142, 0.205551, -0.0119552, 0.199627, 0.0228821, 0.205653, 0.00748475, 0.200572, 39.7329, 3.94889, DIS
218, 204, 160, 62, 10, 0, -0.931304, 0.161166, -0.73496, 0.215539, 0.157059, 0.161166, 0.136341, 0.215539, 0.066178, 0.185024, 0.0723097, 0.224849, 35.2301, 2.45738, DIS
37, 35, 16, 5, 2, 0, 3.43118, 0.182374, 1.59374, 0.261585, 0.0576832, 0.182374, -0.029637, 0.261585, 0.0225813, 0.185721, -0.00945852, 0.262362, 6.80281, 0.0432784, DIS
298, 288, 238, 84, 10, 0, -0.678944, 0.172613, 0.188772, 0.207368, -0.0831113, 0.172613, 0.139685, 0.207368, -0.0659229, 0.173467, 0.126216, 0.207805, 47.6784, 3.57973, DIS
168, 162, 148, 56, 12, 0, -0.897395, 0.139024, -0.923895, 0.211367, 0.0444444, 0.139024, -0.00350626, 0.211367, 0.0102386, 0.14317, -0.00283114, 0.211368, 37.8422, 2.60235, DIS
38, 32, 19, 8, 1, 0, 2.33536, 0.20348, -1.61407, 0.220955, -0.108342, 0.20348, -0.0432783, 0.220955, -0.0581059, 0.20959, 0.0242505, 0.231044, 4.05629, 0.146745, DIS
61, 43, 20, 6, 0, 0, 2.88251, 0.290738, 2.31022, 0.23305, -0.0882187, 0.290738, 0.0783764, 0.23305, -0.0754397, 0.291019, 0.0565881, 0.234066, 2.56965, 0.0790714, DIS
224, 206, 194, 68, 8, 0, -0.628544, 0.203291, -2.17727, 0.196587, -0.113657, 0.203291, 0.093025, 0.196587, -0.0842096, 0.205413, 0.101493, 0.196769, 39.587, 3.30042, DIS
290, 268, 224, 62, 0, 0, -0.772789, 0.202759, -0.00837871, 0.208383, -0.121586, 0.202759, 0.0775242, 0.208383, -0.123783, 0.202771, 0.0394715, 0.211829, 23.5921, 2.48666, DIS
354, 332, 256, 74, 2, 0, -0.686273, 0.197957, 1.54764, 0.197752, 0.0928933, 0.197957, 0.0259303, 0.197752, 0.106114, 0.198398, 0.0104003, 0.198361, 29.1659, 2.69297, DIS
276, 270, 238, 94, 6, 0, -0.571144, 0.191181, 0.920655, 0.200041, -0.0162896, 0.191181, 0.000266792, 0.200041, -0.0341378, 0.192013, 0.0175976, 0.200791, 47.6303, 4.32415, DIS
270, 268, 224, 68, 0, 0, -0.904052, 0.185612, -1.84223, 0.229007, -0.124888, 0.185612, -0.222348, 0.229007, -0.158189, 0.188576, -0.21838, 0.229041, 25.2662, 2.43765, DIS
256, 242, 196, 78, 2, 0, -0.896937, 0.163928, -2.59425, 1.03275, 0.120193, 0.163928, -0.0539769, 1.03275, 0.0638648, 0.173335, -0.174016, 1.0397, 31.3292, 2.38477, DIS
176, 170, 136, 18, 0, 0, -0.863945, 0.17833, 0.422403, 0.244988, 0.0985531, 0.17833, -0.117559, 0.244988, 0.031509, 0.190517, -0.118751, 0.244991, 11.2048, 1.03224, DIS
44, 39, 26, 10, 5, 0, 3.50671, 0.201558, -1.08533, 2.66713, -0.221132, 0.201558, 1.82947, 2.66713, -0.107955, 0.231159, 1.59262, 2.67762, 12.9629, 0.182928, DIS
268, 250, 200, 56, 8, 0, 0.355901, 0.219593, 2.45904, 0.24681, 0.0350728, 0.219593, 0.151933, 0.24681, 0.0133778, 0.220662, 0.12892, 0.247881, 40.1882, 4.22832, DIS
59, 49, 29, 15, 1, 0, 2.70761, 0.245278, 1.65701, 0.246551, -0.294701, 0.245278, -0.00444437, 0.246551, -0.15786, 0.280867, 0.0121001, 0.247106, 5.89941, 0.184733, DIS
112, 102, 76, 12, 0, 0, -0.934556, 0.155487, -2.26284, 0.245137, 0.119632, 0.155487, -0.0539084, 0.245137, 0.0467045, 0.17174, -0.0459357, 0.245267, 7.32192, 0.58296, DIS
322, 302, 260, 84, 4, 0, -0.75158, 0.163523, 0.526317, 0.238094, 0.043388, 0.163523, 0.0722591, 0.238094, 0.02463, 0.164595, 0.0571043, 0.238575, 39.7983, 3.45606, DIS
282, 268, 196, 60, 8, 0, 0.0346446, 0.186764, -2.377, 1.59176, 0.0460987, 0.186764, 0.555976, 1.59176, 0.0656445, 0.187784, 0.0621704, 1.6666, 45.6205, 3.29258, DIS
14, 13, 13, 7, 2, 0, 2.96591, 0.266637, 0.984749, 0.236676, -0.377643, 0.266637, 0.199351, 0.236676, -0.154415, 0.347744, 0.150765, 0.241611, 6.60634, 0.160952, DIS
98, 94, 86, 12, 0, 0, 0.855049, 0.187733, -0.445543, 2.93564, 0.167547, 0.187733, -3.53805, 2.93564, 0.152168, 0.188362, -3.34306, 2.94211, 5.65278, 0.53608, DIS
144, 136, 110, 34, 0, 0, -0.938227, 0.143548, 0.0734606, 0.241809, 0.177536, 0.143548, 0.0121014, 0.241809, 0.115308, 0.156456, 0.0772669, 0.250436, 13.1392, 1.05427, DIS
222, 216, 190, 58, 12, 0, -0.72993, 0.186386, -1.83768, 0.167394, -0.0786965, 0.186386, 0.0399111, 0.167394, -0.0546778, 0.187927, 0.0327118, 0.167549, 44.985, 2.42017, DIS
174, 164, 128, 36, 4, 2, -0.195387, 0.17607, -2.18862, 0.188862, -0.0245399, 0.17607, -0.0410473, 0.188862, -0.00948103, 0.176713, -0.0157935, 0.190542, 41.5526, 2.04474, DIS
208, 196, 180, 50, 0, 0, -0.725049, 0.23244, 2.61874, 0.193814, -0.111792, 0.23244, -0.11788, 0.193814, -0.130627, 0.233202, -0.0987782, 0.194753, 22.3823, 2.3121, DIS
268, 246, 210, 56, 2, 0, -0.892756, 0.181716, -2.12733, 0.24774, 0.079728, 0.181716, -0.151566, 0.24774, 0.011709, 0.194029, -0.131869, 0.248522, 24.331, 2.21925, DIS
86, 84, 82, 2, 0, 0, -0.462323, 0.210505, 2.06823, 0.231807, 0.133501, 0.210505, 0.350176, 0.231807, 0.111647, 0.211636, 0.322784, 0.23342, 3.87625, 0.510881, DIS
