162, 154, 120, 24, 4, 0, -0.913841, 0.179493, -2.2609, 0.216629, 0.140339, 0.179493, -0.150141, 0.216629, 0.0649088, 0.194698, -0.137264, 0.217011, 13.9526, 1.01798, DIS
226, 212, 160, 38, 0, 0, -0.745133, 0.21476, 1.3094, 0.226116, 0.165347, 0.21476, -0.273673, 0.226116, 0.146188, 0.215613, -0.228696, 0.230546, 14.4768, 1.63861, DIS
264, 246, 180, 48, 4, 0, 0.261167, 0.197508, -2.37683, 0.204514, 0.0230459, 0.197508, -0.0329109, 0.204514, 0.0138829, 0.19772, -0.0146455, 0.205328, 21.5116, 1.90556, DIS
206, 196, 152, 30, 6, 0, 0.0453691, 0.208675, -0.602631, 0.23971, 0.0110313, 0.208675, -0.0258543, 0.23971, -0.00757887, 0.209503, -0.0168239, 0.23988, 20.4794, 2.22423, DIS
208, 194, 160, 42, 2, 0, -0.274681, 0.258226, -2.14002, 1.89705, -0.320513, 0.258226, 0.65796, 1.89705, -0.282375, 0.261028, 0.261616, 1.93801, 20.0155, 2.80541, DIS
166, 166, 154, 34, 6, 0, -0.436618, 0.18279, 0.723743, 0.235507, -0.00384742, 0.18279, -0.0984705, 0.235507, -0.0197963, 0.183484, -0.0920926, 0.235593, 22.193, 2.46413, DIS
264, 232, 180, 50, 0, 0, 0.0490592, 0.182465, -2.00933, 0.237868, 0.00321639, 0.182465, 0.101429, 0.237868, -0.00314957, 0.182576, 0.133426, 0.240011, 17.2743, 2.10399, DIS
244, 218, 180, 46, 4, 0, -0.235154, 0.197171, -0.696176, 0.199029, -0.00598425, 0.197171, 0.040135, 0.199029, -0.0247515, 0.198062, 0.0336586, 0.199134, 21.6292, 1.97116, DIS
172, 150, 116, 34, 0, 0, -0.254977, 0.190252, -0.380998, 0.23065, 0.157527, 0.190252, 0.158963, 0.23065, 0.140255, 0.191035, 0.176394, 0.231308, 13.9799, 1.7252, DIS
142, 116, 80, 20, 4, 0, -0.227282, 0.207786, 1.38413, 0.214135, -0.0897794, 0.207786, 0.0587666, 0.214135, -0.0271072, 0.217032, 0.0410563, 0.214866, 19.8882, 1.24342, DIS
246, 214, 168, 46, 2, 0, -0.379812, 0.206321, -2.06756, 0.233243, 0.124357, 0.206321, -0.0549739, 0.233243, 0.115473, 0.206512, -0.0356848, 0.234039, 19.2434, 2.16034, DIS
96, 67, 39, 10, 0, 0, 1.67241, 0.198408, -2.16257, 0.190899, -0.0903391, 0.198408, 0.193625, 0.190899, -0.00660171, 0.215354, 0.16406, 0.193175, 3.10252, 0.231507, DIS
210, 180, 138, 38, 2, 0, -0.045301, 0.243064, 2.35725, 0.197218, 0.0922089, 0.243064, 0.0501392, 0.197218, 0.0469885, 0.247235, 0.0450101, 0.197284, 19.7615, 2.34361, DIS
184, 164, 120, 32, 6, 0, -0.051343, 0.217216, 2.31244, 0.195383, -0.00550368, 0.217216, 0.10351, 0.195383, -0.0135431, 0.217364, 0.0923841, 0.195699, 23.3109, 2.13947, DIS
218, 202, 154, 46, 2, 0, -0.38761, 0.210044, -0.0739688, 0.194237, -0.127305, 0.210044, 0.0610215, 0.194237, -0.126343, 0.210046, 0.0631096, 0.194249, 21.0009, 2.16675, DIS
39, 35, 13, 7, 0, 0, 2.00468, 0.191071, -1.99771, 0.149373, -0.153995, 0.191071, -0.153908, 0.149373, -0.107459, 0.196657, -0.124234, 0.152292, 2.21645, 0.130535, DIS
186, 180, 158, 38, 2, 0, -0.436027, 0.216501, -2.39605, 1.56722, 0.0681419, 0.216501, 0.303761, 1.56722, 0.0293382, 0.219951, 0.0775384, 1.58346, 21.4495, 2.10596, DIS
38, 26, 15, 8, 2, 0, 2.734, 0.287362, 1.45426, 0.215841, -0.23406, 0.287362, 0.128447, 0.215841, -0.0732271, 0.329308, 0.118173, 0.216085, 7.13544, 0.223724, DIS
252, 230, 184, 50, 4, 0, 0.153446, 0.224069, 0.430489, 0.210177, 0.0159474, 0.224069, 0.0868769, 0.210177, -0.00436037, 0.224988, 0.114775, 0.212021, 25.5187, 2.88254, DIS
198, 180, 144, 42, 2, 0, -0.344577, 0.193255, -0.591156, 0.175295, -0.151244, 0.193255, -0.0389228, 0.175295, -0.11969, 0.195814, -0.0107753, 0.17754, 18.2458, 1.60175, DIS
53, 40, 21, 8, 1, 0, 1.92972, 0.214334, 0.376443, 0.217391, -0.0941981, 0.214334, 0.139594, 0.217391, -0.0832405, 0.214614, 0.120964, 0.218187, 3.18014, 0.21974, DIS
230, 210, 162, 46, 0, 0, -0.713677, 0.197567, -1.29729, 0.212787, 0.340488, 0.197567, -0.364634, 0.212787, 0.322266, 0.198405, -0.295643, 0.223692, 17.775, 1.75245, DIS
140, 128, 108, 30, 6, 0, -0.0853237, 0.228808, -1.64075, 0.165872, 0.13057, 0.228808, -0.033134, 0.165872, 0.111183, 0.229628, 0.0159917, 0.172994, 23.9579, 2.13278, DIS
208, 192, 156, 42, 6, 0, -0.206508, 0.204553, -2.11595, 0.185064, 0.114321, 0.204553, 0.191158, 0.185064, 0.0843882, 0.206731, 0.13673, 0.192901, 26.286, 2.20356, DIS
63, 55, 31, 13, 1, 0, 2.53496, 0.212, 1.85755, 0.233053, -0.222064, 0.212, 0.0893555, 0.233053, -0.126448, 0.232565, 0.0722129, 0.233683, 6.19143, 0.167889, DIS
252, 236, 182, 34, 4, 0, 0.0859675, 0.214587, -0.0644759, 0.215336, 0.0287779, 0.214587, 0.0705144, 0.215336, 0.0227408, 0.214672, 0.0168164, 0.221931, 20.2666, 2.22141, DIS
120, 114, 112, 18, 0, 0, -0.774876, 0.262344, 0.806669, 0.248535, -0.220063, 0.262344, -0.0155443, 0.248535, -0.198509, 0.263228, -0.0265999, 0.248781, 7.69155, 0.954075, DIS
266, 240, 194, 38, 2, 0, -0.298244, 0.219724, 1.58694, 2.45965, 0.0061006, 0.219724, -1.39512, 2.45965, 0.00306489, 0.219745, -0.878974, 2.51322, 20.3151, 2.21986, DIS
160, 152, 126, 22, 2, 0, -0.334671, 0.173772, -0.77328, 0.209427, -0.0303177, 0.173772, -0.000153405, 0.209427, 0.0109308, 0.178601, 0.0582397, 0.217416, 15.1664, 1.41284, DIS
234, 196, 162, 30, 0, 0, 0.348164, 0.20843, 1.05716, 0.209064, -0.156001, 0.20843, -0.071848, 0.209064, -0.170357, 0.208924, -0.0678499, 0.209102, 17.9051, 1.72262, DIS
