1589, 19, tau, DIS
125, 101, 77, 25, 4, 0, 1.015970, 0.251888, 1.701040, 2.418110, 0.053495, 0.251888, -1.293290, 2.418110, -0.012776, 0.260460, -0.680991, 2.494420, 17.731400,  1
95, 65, 53, 17, 4, 0, 1.144030, 0.216469, 1.643500, 2.494420, 0.089806, 0.216469, -1.350830, 2.494420, -0.030186, 0.247501, -0.061460, 2.807950, 19.229300,  1
50, 50, 50, 8, 0, 0, 0.203418, 0.236138, -0.592485, 0.165502, -0.025736, 0.236138, 0.045651, 0.165502, -0.015615, 0.236354, 0.050086, 0.165562, 3.907370,  1
232, 204, 156, 66, 6, 0, -0.077627, 0.197431, 1.491560, 0.200778, 0.059877, 0.197431, -0.030151, 0.200778, 0.043849, 0.198080, -0.012327, 0.201568, 44.088100,  2
264, 246, 188, 54, 10, 2, 0.669318, 0.190404, 2.402310, 0.203977, 0.018133, 0.190404, -0.015247, 0.203977, 0.013276, 0.190466, -0.011903, 0.204004, 63.227200,  1
86, 78, 72, 14, 2, 0, 0.349872, 0.207946, 2.309390, 0.170131, 0.029048, 0.207946, 0.002283, 0.170131, 0.013851, 0.208501, 0.011079, 0.170359, 13.735600,  1
50, 47, 39, 14, 4, 1, 3.418070, 0.213306, -1.183540, 0.255186, 0.010349, 0.213306, -0.003346, 0.255186, 0.009225, 0.213309, -0.034520, 0.257083, 27.623100,  2
240, 201, 160, 57, 8, 0, 1.043320, 0.220790, -1.064130, 0.179111, -0.189077, 0.220790, 0.060563, 0.179111, -0.174039, 0.221302, 0.030551, 0.181608, 36.151500,  2
406, 307, 172, 66, 7, 0, 1.475130, 0.167513, -0.145975, 0.231633, 0.062663, 0.167513, -0.023780, 0.231633, 0.020514, 0.172734, -0.017599, 0.231716, 47.274200,  2
38, 25, 18, 13, 1, 0, 2.878540, 0.227162, -1.778140, 0.266641, -0.089525, 0.227162, 0.037636, 0.266641, -0.025688, 0.235962, 0.040045, 0.266652, 10.813000,  2
254, 240, 190, 52, 10, 0, 0.109583, 0.203743, 1.674480, 0.218175, -0.027921, 0.203743, 0.054595, 0.218175, -0.037163, 0.203953, 0.053128, 0.218180, 53.387300,  2
174, 156, 114, 22, 4, 0, 0.151795, 0.205460, 2.000170, 0.184482, 0.014300, 0.205460, -0.012413, 0.184482, 0.023574, 0.205669, -0.018144, 0.184571, 13.575500,  1
330, 310, 254, 84, 8, 0, 0.137605, 0.196679, 2.367200, 0.196087, -0.033251, 0.196679, -0.148527, 0.196087, -0.017143, 0.197337, -0.121124, 0.197993, 45.086000,  2
290, 276, 228, 72, 12, 0, 0.686399, 0.155655, 1.244620, 0.190849, -0.001090, 0.155655, 0.017434, 0.190849, 0.011308, 0.156148, 0.015792, 0.190856, 62.817800,  1
42, 39, 24, 6, 2, 0, 2.932160, 0.276822, 1.978360, 0.246248, 0.019148, 0.276822, -0.019059, 0.246248, 0.019808, 0.276823, -0.077592, 0.253109, 10.115100,  1
218, 204, 164, 56, 14, 0, 0.676337, 0.165688, -0.863533, 0.175770, 0.006491, 0.165688, -0.065863, 0.175770, -0.002292, 0.165920, -0.026029, 0.180227, 56.183000,  1
354, 332, 254, 80, 2, 0, 0.407139, 0.201880, 2.395580, 1.489440, 0.124754, 0.201880, -0.414678, 1.489440, 0.115009, 0.202116, -0.322338, 1.492300, 32.008000,  2
108, 102, 80, 18, 4, 0, 0.137804, 0.165348, -0.354293, 0.164119, -0.033064, 0.165348, -0.047497, 0.164119, -0.012569, 0.166613, -0.006636, 0.169129, 34.541100,  1
124, 120, 110, 28, 8, 2, 0.791774, 0.126148, -1.853840, 0.175469, -0.037152, 0.126148, -0.025335, 0.175469, -0.003278, 0.130617, -0.001602, 0.177067, 60.174400,  1
200, 192, 166, 28, 2, 0, -0.812851, 0.207642, -1.555330, 0.199678, 0.032753, 0.207642, 0.052278, 0.199678, -0.004230, 0.210910, 0.039418, 0.200092, 16.693900,  2
